,Unnamed: 0,Country,Total Cases,New Cases,Total deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot. Cases/1M pop,Deaths/1M pop,Total Tests,Tests/1M pop,Date
26,26,India,"4,298",+9,118 ,,328,"3,852",,3,0.09,"139,954",101,2020-04-06
27,27,Poland,"4,102",,94 ,,134,"3,874",50,108,2.0,"80,757","2,134",2020-04-06
28,28,Romania,"3,864",,151 ,,374,"3,339",141,201,8.0,"38,623","2,008",2020-04-06
29,29,Malaysia,"3,662",,61 ,,"1,005","2,596",99,113,2.0,"51,937","1,605",2020-04-06
30,30,Japan,"3,654",,85 ,,575,"2,994",69,29,0.7,"44,639",353,2020-04-06
31,31,Ecuador,"3,646",,180 ,,100,"3,366",100,207,10.0,"12,386",702,2020-04-06
32,32,Philippines,"3,414",+168,152 ,,64,"3,198",1,31,1.0,"22,958",210,2020-04-06
33,33,Pakistan,"3,277",+120,50 ,+3,257,"2,970",17,15,0.2,"35,875",162,2020-04-06
34,34,Luxembourg,"2,804",,36 ,,500,"2,268",33,"4,479",58.0,"23,687","37,840",2020-04-06
35,35,Saudi Arabia,"2,402",,34 ,,488,"1,880",41,69,1.0,,,2020-04-06
36,36,Peru,"2,281",,83 ,,989,"1,209",81,69,3.0,"19,410",589,2020-04-06
37,37,Indonesia,"2,273",,198 ,,164,"1,911",,8,0.7,"9,712",36,2020-04-06
38,38,Thailand,"2,220",+51,26 ,+3,793,"1,401",23,32,0.4,"25,071",359,2020-04-06
39,39,Mexico,"2,143",+253,94 ,+15,633,"1,416",293,17,0.7,"18,034",140,2020-04-06
40,40,Panama,"1,988",+187,54 ,+8,13,"1,921",78,461,13.0,"9,749","2,259",2020-04-06
41,41,Finland,"1,927",,28 ,,300,"1,599",73,348,5.0,"31,714","5,724",2020-04-06
42,42,Serbia,"1,908",,51 ,,54,"1,803",98,218,6.0,"7,360",842,2020-04-06
43,43,UAE,"1,799",,10 ,,144,"1,645",1,182,1.0,"220,000","22,244",2020-04-06
44,44,Dominican Republic,"1,745",,82 ,,17,"1,646",147,161,8.0,"4,542",419,2020-04-06
45,45,Greece,"1,735",,73 ,,78,"1,584",93,166,7.0,"25,453","2,442",2020-04-06
46,46,South Africa,"1,655",,11 ,,95,"1,549",7,28,0.2,"56,873",959,2020-04-06
47,47,Qatar,"1,604",,4 ,,123,"1,477",37,557,1.0,"35,757","12,411",2020-04-06
48,48,Argentina,"1,554",,46 ,,280,"1,228",86,34,1.0,"8,488",188,2020-04-06
49,49,Iceland,"1,486",,4 ,,428,"1,054",11,"4,355",12.0,"25,394","74,416",2020-04-06
50,50,Colombia,"1,485",,35 ,,88,"1,362",50,29,0.7,"23,706",466,2020-04-06
51,51,Algeria,"1,320",,152 ,,90,"1,078",46,30,3.0,"3,359",77,2020-04-06
52,52,Singapore,"1,309",,6 ,,320,983,25,224,1.0,"40,000","6,837",2020-04-06
53,53,Ukraine,"1,308",,37 ,,28,"1,243",16,30,0.8,"5,493",126,2020-04-06
54,54,Croatia,"1,182",,15 ,,125,"1,042",39,288,4.0,"10,874","2,649",2020-04-06
55,55,Egypt,"1,173",,78 ,,247,848,,11,0.8,"25,000",244,2020-04-06
56,56,New Zealand,"1,106",+67,1 ,,176,929,3,229,0.2,"39,918","8,278",2020-04-06
57,57,Estonia,"1,097",,15 ,,62,"1,020",17,827,11.0,"21,004","15,834",2020-04-06
58,58,Morocco,"1,021",,70 ,,76,875,1,28,2.0,"4,848",131,2020-04-06
59,59,Slovenia,997,,28 ,,79,890,31,480,13.0,"27,764","13,355",2020-04-06
60,60,Iraq,961,,61 ,,279,621,,24,2.0,,,2020-04-06
61,61,Hong Kong,891,,4 ,,206,681,8,119,0.5,"96,709","12,900",2020-04-06
62,62,Moldova,864,,15 ,,30,819,80,214,4.0,,,2020-04-06
63,63,Armenia,822,,7 ,,57,758,30,277,2.0,"4,666","1,575",2020-04-06
64,64,Lithuania,811,,14 ,+1,7,790,11,298,5.0,"23,645","8,686",2020-04-06
65,65,Hungary,733,,34 ,,66,633,17,76,4.0,"21,250","2,200",2020-04-06
66,66,Diamond Princess,712,,11 ,,619,82,10,,,,,2020-04-06
67,67,Bahrain,700,,4 ,,431,265,3,411,2.0,"44,386","26,085",2020-04-06
68,68,Bosnia and Herzegovina,654,,23 ,,30,601,4,199,7.0,"5,934","1,809",2020-04-06
69,69,Cameroon,650,,9 ,,17,624,,24,0.3,,,2020-04-06
70,70,Azerbaijan,584,,7 ,,32,545,17,58,0.7,"40,000","3,945",2020-04-06
71,71,Kazakhstan,584,,6 ,,42,536,6,31,0.3,"5,093",271,2020-04-06
72,72,Tunisia,574,,22 ,,5,547,39,49,2.0,"7,145",605,2020-04-06
73,73,Belarus,562,,8 ,,52,502,11,59,0.8,"32,000","3,386",2020-04-06
74,74,Kuwait,556,,1 ,,99,456,17,130,0.2,,,2020-04-06
75,75,North Macedonia,555,,18 ,,23,514,15,266,9.0,"5,291","2,540",2020-04-06
76,76,Bulgaria,541,+10,21 ,+1,37,483,22,78,3.0,"15,899","2,288",2020-04-06
77,77,Latvia,533,,1 ,,1,531,4,283,0.5,"20,680","10,964",2020-04-06
78,78,Lebanon,527,,18 ,,54,455,28,77,3.0,"9,411","1,379",2020-04-06
79,79,Andorra,501,,18 ,,26,457,12,"6,484",233.0,,,2020-04-06
80,80,Slovakia,485,,1 ,,10,474,3,89,0.2,"15,155","2,776",2020-04-06
81,81,Costa Rica,454,,2 ,,16,436,14,89,0.4,"5,098","1,001",2020-04-06
82,82,Cyprus,446,,9 ,,37,400,11,369,7.0,"10,946","9,066",2020-04-06
83,83,Uruguay,406,,6 ,,104,296,14,117,2.0,"5,208","1,499",2020-04-06
84,84,Uzbekistan,390,+48,2 ,,30,358,8,12,0.06,,,2020-04-06
85,85,Afghanistan,367,+18,7 ,,17,343,,9,0.2,,,2020-04-06
86,86,Taiwan,363,,5 ,,54,304,,15,0.2,"37,219","1,563",2020-04-06
87,87,Albania,361,,20 ,,104,237,7,125,7.0,"2,396",833,2020-04-06
88,88,Burkina Faso,345,,17 ,,90,238,,17,0.8,,,2020-04-06
89,89,Jordan,345,,5 ,,110,230,5,34,0.5,,,2020-04-06
90,90,Réunion,344,, ,,40,304,4,384,,,,2020-04-06
91,91,Cuba,320,,8 ,,15,297,11,28,0.7,"5,234",462,2020-04-06
92,92,Channel Islands,309,,6 ,,27,276,,"1,777",35.0,,,2020-04-06
93,93,Honduras,298,+30,22 ,,6,270,10,30,2.0,,,2020-04-06
94,94,Oman,298,,2 ,,61,235,3,58,0.4,,,2020-04-06
95,95,San Marino,266,,32 ,,35,199,14,"7,839",943.0,586,"17,270",2020-04-06
96,96,Ivory Coast,261,,3 ,,37,221,,10,0.1,,,2020-04-06
97,97,Vietnam,241,, ,,91,150,3,2,,"88,551",910,2020-04-06
98,98,Palestine,237,,1 ,,25,211,,46,0.2,"12,738","2,497",2020-04-06
99,99,Nigeria,232,,5 ,,33,194,2,1,0.02,"4,000",19,2020-04-06
100,100,Mauritius,227,,7 ,,7,213,1,178,6.0,,,2020-04-06
101,101,Malta,227,, ,,5,222,3,514,,"10,358","23,459",2020-04-06
102,102,Senegal,222,,2 ,,82,138,1,13,0.1,,,2020-04-06
103,103,Kyrgyzstan,216,+69,4 ,+3,33,179,5,33,0.6,"9,618","1,474",2020-04-06
104,104,Ghana,214,,5 ,,31,178,2,7,0.2,,,2020-04-06
105,105,Montenegro,214,,2 ,,1,211,4,341,3.0,"1,637","2,606",2020-04-06
106,106,Niger,184,,10 ,,13,161,,8,0.4,"4,012",166,2020-04-06
107,107,Bolivia,183,+26,11 ,+1,2,170,3,16,0.9,591,51,2020-04-06
108,108,Faeroe Islands,181,, ,,99,82,1,"3,704",,"4,890","100,076",2020-04-06
109,109,Sri Lanka,176,,5 ,,33,138,5,8,0.2,,,2020-04-06
110,110,Georgia,174,,2 ,,36,136,6,44,0.5,"2,762",692,2020-04-06
111,111,Venezuela,159,,7 ,,52,100,6,6,0.2,"1,779",63,2020-04-06
112,112,DRC,154,,18 ,,3,133,,2,0.2,,,2020-04-06
113,113,Martinique,149,,4 ,,50,95,21,397,11.0,,,2020-04-06
114,114,Mayotte,147,,2 ,,14,131,3,539,7.0,479,"1,756",2020-04-06
115,115,Kenya,142,,4 ,,4,134,2,3,0.07,"3,836",71,2020-04-06
116,116,Guadeloupe,135,,7 ,,31,97,14,337,17.0,,,2020-04-06
117,117,Brunei ,135,,1 ,,73,61,3,309,2.0,"8,129","18,581",2020-04-06
118,118,Isle of Man,127,,1 ,,,126,,"1,494",12.0,"1,334","15,688",2020-04-06
119,119,Guinea,121,, ,,5,116,,9,,,,2020-04-06
120,120,Cambodia,114,, ,,53,61,1,7,,"5,768",345,2020-04-06
121,121,Paraguay,113,+9,5 ,+2,12,96,8,16,0.7,"1,877",263,2020-04-06
122,122,Trinidad and Tobago,105,+1,7 ,,1,97,,75,5.0,825,590,2020-04-06
123,123,Rwanda,104,, ,,4,100,,8,,,,2020-04-06
124,124,Gibraltar,103,, ,,52,51,,"3,057",,"1,345","39,922",2020-04-06
125,125,Bangladesh,88,,9 ,,33,46,1,0.5,0.05,"2,914",18,2020-04-06
126,126,Liechtenstein,77,,1 ,,,76,,"2,020",26.0,900,"23,605",2020-04-06
127,127,Monaco,73,,1 ,,3,69,4,"1,860",25.0,,,2020-04-06
128,128,Madagascar,72,, ,,2,70,6,3,,,,2020-04-06
129,129,Guatemala,70,,3 ,,15,52,3,4,0.2,"1,134",63,2020-04-06
130,130,El Salvador,69,+7,3 ,,2,64,4,11,0.5,,,2020-04-06
131,131,French Guiana,68,, ,,27,41,1,228,,,,2020-04-06
132,132,Aruba,64,, ,,1,63,,599,,869,"8,139",2020-04-06
133,133,Djibouti,59,, ,,9,50,,60,,,,2020-04-06
134,134,Jamaica,58,,3 ,,8,47,,20,1.0,540,182,2020-04-06
135,135,Barbados,56,,1 ,,6,49,4,195,3.0,527,"1,834",2020-04-06
136,136,Uganda,52,, ,,,52,,1,,"2,629",57,2020-04-06
137,137,Congo,45,,5 ,,2,38,,8,0.9,,,2020-04-06
138,138,Mali,45,,5 ,,1,39,,2,0.2,,,2020-04-06
139,139,Togo,44,,3 ,,20,21,,5,0.4,,,2020-04-06
140,140,Macao,44,, ,,10,34,,68,,,,2020-04-06
141,141,Ethiopia,43,,2 ,,4,37,1,0.4,0.02,"1,843",16,2020-04-06
142,142,French Polynesia,41,, ,,,41,,146,,612,"2,179",2020-04-06
143,143,Cayman Islands,39,,1 ,,1,37,,593,15.0,365,"5,554",2020-04-06
144,144,Zambia,39,,1 ,,3,35,,2,0.05,619,34,2020-04-06
145,145,Sint Maarten,37,+12,6 ,+2,1,30,,863,140.0,105,"2,449",2020-04-06
146,146,Bermuda,37,, ,,14,23,,594,,298,"4,785",2020-04-06
147,147,Saint Martin,32,,2 ,,7,23,6,828,52.0,,,2020-04-06
148,148,Bahamas,29,,5 ,,4,20,1,74,13.0,,,2020-04-06
149,149,Guyana,29,+5,4 ,,,25,,37,5.0,110,140,2020-04-06
150,150,Eritrea,29,, ,,,29,,8,,,,2020-04-06
151,151,Tanzania,22,,1 ,,3,18,,0.4,0.02,,,2020-04-06
152,152,Benin,22,, ,,5,17,,2,,,,2020-04-06
153,153,Gabon,21,,1 ,,1,19,,9,0.4,,,2020-04-06
154,154,Haiti,21,,1 ,,1,19,,2,0.09,247,22,2020-04-06
155,155,Myanmar,21,,1 ,,,20,,0.4,0.02,,,2020-04-06
156,156,Syria,19,,2 ,,2,15,,1,0.1,,,2020-04-06
157,157,Maldives,19,, ,,13,6,,35,,,,2020-04-06
158,158,Libya,18,,1 ,,,17,,3,0.1,294,43,2020-04-06
159,159,Guinea-Bissau,18,, ,,,18,,9,,,,2020-04-06
160,160,New Caledonia,18,, ,,1,17,,63,,"1,983","6,946",2020-04-06
161,161,Equatorial Guinea,16,, ,,1,15,,11,,,,2020-04-06
162,162,Namibia,16,, ,,3,13,,6,,301,118,2020-04-06
163,163,Antigua and Barbuda,15,, ,,,15,1,153,,40,408,2020-04-06
164,164,Mongolia,15,+1, ,,2,13,,5,,,,2020-04-06
165,165,Angola,14,,2 ,,2,10,,0.4,0.06,,,2020-04-06
166,166,Dominica,14,, ,,,14,,194,,255,"3,542",2020-04-06
167,167,Fiji,14,+2, ,,,14,,16,,,,2020-04-06
168,168,Saint Lucia,14,, ,,1,13,,76,,,,2020-04-06
169,169,Liberia,13,,3 ,,3,7,,3,0.6,,,2020-04-06
170,170,Sudan,12,,2 ,,2,8,,0.3,0.05,,,2020-04-06
171,171,Grenada,12,, ,,,12,2,107,,45,400,2020-04-06
172,172,Curaçao,11,,1 ,,5,5,,67,6.0,,,2020-04-06
173,173,Greenland,11,, ,,3,8,,194,,542,"9,547",2020-04-06
174,174,Laos,11,, ,,,11,,2,,604,83,2020-04-06
175,175,Suriname,10,,1 ,,,9,,17,2.0,,,2020-04-06
176,176,Mozambique,10,, ,,1,9,,0.3,,338,11,2020-04-06
177,177,Saint Kitts and Nevis,10,, ,,,10,,188,,149,"2,801",2020-04-06
178,178,Seychelles,10,, ,,,10,,102,,,,2020-04-06
179,179,MS Zaandam,9,,2 ,,,7,,,,,,2020-04-06
180,180,Zimbabwe,9,,1 ,,,8,,0.6,0.07,316,21,2020-04-06
181,181,Nepal,9,, ,,1,8,,0.3,,"1,642",56,2020-04-06
182,182,Chad,9,, ,,,9,,0.5,,,,2020-04-06
183,183,Eswatini,9,, ,,,9,,8,,,,2020-04-06
184,184,CAR,8,, ,,,8,,2,,,,2020-04-06
185,185,Cabo Verde,7,,1 ,,,6,,13,2.0,,,2020-04-06
186,186,Vatican City,7,, ,,,7,,"8,739",,,,2020-04-06
187,187,St. Vincent Grenadines,7,, ,,1,6,,63,,,,2020-04-06
188,188,Somalia,7,, ,,1,6,,0.4,,,,2020-04-06
189,189,Botswana,6,,1 ,,,5,,3,0.4,966,411,2020-04-06
190,190,Mauritania,6,,1 ,,2,3,,1,0.2,67,14,2020-04-06
191,191,Nicaragua,6,,1 ,,,5,,0.9,0.2,,,2020-04-06
192,192,Montserrat,6,, ,,,6,,"1,202",,,,2020-04-06
193,193,St. Barth,6,, ,,1,5,,607,,,,2020-04-06
194,194,Sierra Leone,6,, ,,,6,,0.8,,,,2020-04-06
195,195,Belize,5,,1 ,+1,,4,1,13,3.0,102,257,2020-04-06
196,196,Turks and Caicos,5,,1 ,,,4,,129,26.0,,,2020-04-06
197,197,Bhutan,5,, ,,2,3,,6,,,,2020-04-06
198,198,Gambia,4,,1 ,,2,1,,2,0.4,,,2020-04-06
199,199,Malawi,4,, ,,,4,,0.2,,,,2020-04-06
200,200,Western Sahara,4,, ,,,4,,7,,,,2020-04-06
201,201,Anguilla,3,, ,,,3,,200,,,,2020-04-06
202,202,British Virgin Islands,3,, ,,,3,,99,,,,2020-04-06
203,203,Burundi,3,, ,,,3,,0.3,,,,2020-04-06
204,204,Caribbean Netherlands,2,, ,,,2,,76,,10,381,2020-04-06
205,205,Falkland Islands,2,, ,,,2,,575,,,,2020-04-06
206,206,Papua New Guinea,1,, ,,,1,,0.1,,72,8,2020-04-06
207,207,Saint Pierre Miquelon,1,, ,,,1,,173,,,,2020-04-06
208,208,South Sudan,1,, ,,,1,,0.09,,,,2020-04-06
209,209,Timor-Leste,1,, ,,,1,,0.8,,,,2020-04-06
210,210,China,"81,708",+39,"3,331 ",+2,"77,078","1,299",265,57,2.0,,,2020-04-06
211,211,Total:,"1,274,335","+1,473","69,475",+50,"264,837","940,023","45,893",163.5,8.9,,,2020-04-06
212,212,World,"1,272,862","+71,409","69,425","+4,738","264,492","938,945","45,619",163,8.9,,,2020-04-06
213,213,China,"81,669",+30,"3,329 ",+3,"76,964","1,376",295,57,2.0,,,2020-04-06
214,214,USA,"336,673","+25,316","9,616 ","+1,165","17,977","309,080","8,702","1,017",29.0,"1,772,369","5,355",2020-04-06
215,215,Spain,"131,646","+5,478","12,641 ",+694,"38,080","80,925","6,861","2,816",270.0,"355,000","7,593",2020-04-06
216,216,Italy,"128,948","+4,316","15,887 ",+525,"21,815","91,246","3,977","2,133",263.0,"691,461","11,436",2020-04-06
217,217,Germany,"100,123","+4,031","1,584 ",+140,"28,700","69,839","3,936","1,195",19.0,"918,460","10,962",2020-04-06
218,218,France,"92,839","+2,886","8,078 ",+518,"16,183","68,578","6,838","1,422",124.0,"224,254","3,436",2020-04-06
219,219,Iran,"58,226","+2,483","3,603 ",+151,"22,011","32,612","4,103",693,43.0,"186,000","2,214",2020-04-06
220,220,UK,"47,806","+5,903","4,934 ",+621,135,"42,737","1,559",704,73.0,"195,524","2,880",2020-04-06
221,221,Turkey,"27,069","+3,135",574 ,+73,"1,042","25,453","1,381",321,7.0,"181,445","2,151",2020-04-06
222,222,Switzerland,"21,100",+595,715 ,+49,"6,415","13,970",391,"2,438",83.0,"158,000","18,256",2020-04-06
223,223,Belgium,"19,691","+1,260","1,447 ",+164,"3,751","14,493","1,261","1,699",125.0,"70,000","6,040",2020-04-06
224,224,Netherlands,"17,851","+1,224","1,766 ",+115,250,"15,835","1,385","1,042",103.0,"75,415","4,401",2020-04-06
225,225,Canada,"15,512","+1,600",280 ,+49,"2,942","12,290",426,411,7.0,"330,901","8,767",2020-04-06
226,226,Austria,"12,051",+270,204 ,+18,"2,998","8,849",244,"1,338",23.0,"108,416","12,038",2020-04-06
227,227,Portugal,"11,278",+754,295 ,+29,75,"10,908",267,"1,106",29.0,"86,370","8,470",2020-04-06
228,228,Brazil,"11,254",+894,486 ,+41,127,"10,641",296,53,2.0,"54,824",258,2020-04-06
229,229,S. Korea,"10,237",+81,183 ,+6,"6,463","3,591",55,200,4.0,"461,233","8,996",2020-04-06
230,230,Israel,"8,430",+579,49 ,+5,477,"7,904",139,974,6.0,"109,724","12,677",2020-04-06
231,231,Sweden,"6,830",+387,401 ,+28,205,"6,224",541,676,40.0,"36,900","3,654",2020-04-06
232,232,Australia,"5,750",+200,37 ,+7,"2,315","3,398",91,225,1.0,"297,154","11,653",2020-04-06
233,233,Norway,"5,687",+137,71 ,+9,32,"5,584",89,"1,049",13.0,"105,865","19,528",2020-04-06
234,234,Russia,"5,389",+658,45 ,+2,355,"4,989",8,37,0.3,"697,000","4,776",2020-04-06
235,235,Ireland,"4,994",+390,158 ,+21,25,"4,811",165,"1,011",32.0,"30,213","6,119",2020-04-06
236,236,Czechia,"4,587",+115,67 ,+8,96,"4,424",86,428,6.0,"80,304","7,499",2020-04-06
237,237,Chile,"4,471",+310,34 ,+7,618,"3,819",307,234,2.0,"51,956","2,718",2020-04-06
238,238,Denmark,"4,369",+292,179 ,+18,"1,327","2,863",142,754,31.0,"49,249","8,503",2020-04-06
239,239,India,"4,289",+701,118 ,+19,328,"3,843",,3,0.09,"128,320",93,2020-04-06
240,240,Poland,"4,102",+475,94 ,+15,134,"3,874",50,108,2.0,"80,757","2,134",2020-04-06
241,241,Romania,"3,864",+251,151 ,+5,374,"3,339",141,201,8.0,"38,623","2,008",2020-04-06
242,242,Malaysia,"3,662",+179,61 ,+4,"1,005","2,596",99,113,2.0,"51,937","1,605",2020-04-06
243,243,Japan,"3,654",+515,85 ,+8,575,"2,994",69,29,0.7,"44,639",353,2020-04-06
244,244,Ecuador,"3,646",+181,180 ,+8,100,"3,366",100,207,10.0,"12,386",702,2020-04-06
245,245,Philippines,"3,246",+152,152 ,+8,64,"3,030",1,30,1.0,"19,585",179,2020-04-06
246,246,Pakistan,"3,157",+339,47 ,+6,211,"2,899",18,14,0.2,"34,885",158,2020-04-06
247,247,Luxembourg,"2,804",+75,36 ,+5,500,"2,268",33,"4,479",58.0,"23,687","37,840",2020-04-06
248,248,Saudi Arabia,"2,402",+223,34 ,+5,488,"1,880",41,69,1.0,,,2020-04-06
249,249,Peru,"2,281",+535,83 ,+10,989,"1,209",81,69,3.0,"19,410",589,2020-04-06
250,250,Indonesia,"2,273",+181,198 ,+7,164,"1,911",,8,0.7,"9,712",36,2020-04-06
251,251,Thailand,"2,169",+102,23 ,+3,793,"1,353",23,31,0.3,"25,071",359,2020-04-06
252,252,Finland,"1,927",+45,28 ,+3,300,"1,599",73,348,5.0,"31,714","5,724",2020-04-06
253,253,Serbia,"1,908",+284,51 ,+7,54,"1,803",98,218,6.0,"7,360",842,2020-04-06
254,254,Mexico,"1,890",+202,79 ,+19,633,"1,178",1,15,0.6,"17,184",133,2020-04-06
255,255,Panama,"1,801",,46 ,,13,"1,742",75,417,11.0,"9,256","2,145",2020-04-06
256,256,UAE,"1,799",+294,10 ,,144,"1,645",1,182,1.0,"220,000","22,244",2020-04-06
257,257,Dominican Republic,"1,745",+167,82 ,+5,17,"1,646",147,161,8.0,"4,542",419,2020-04-06
258,258,Greece,"1,735",+62,73 ,+5,78,"1,584",93,166,7.0,"25,453","2,442",2020-04-06
259,259,South Africa,"1,655",+70,11 ,+2,95,"1,549",7,28,0.2,"56,873",959,2020-04-06
260,260,Qatar,"1,604",+279,4 ,+1,123,"1,477",37,557,1.0,"35,757","12,411",2020-04-06
261,261,Argentina,"1,554",+103,46 ,+3,280,"1,228",86,34,1.0,"8,488",188,2020-04-06
262,262,Iceland,"1,486",+69,4 ,,428,"1,054",11,"4,355",12.0,"25,394","74,416",2020-04-06
263,263,Colombia,"1,485",+79,35 ,+3,88,"1,362",50,29,0.7,"23,706",466,2020-04-06
264,264,Algeria,"1,320",+69,152 ,+22,90,"1,078",46,30,3.0,"3,359",77,2020-04-06
265,265,Singapore,"1,309",+120,6 ,,320,983,25,224,1.0,"39,000","6,666",2020-04-06
266,266,Ukraine,"1,308",+83,37 ,+5,28,"1,243",16,30,0.8,"5,493",126,2020-04-06
267,267,Croatia,"1,182",+56,15 ,+3,125,"1,042",39,288,4.0,"10,874","2,649",2020-04-06
268,268,Egypt,"1,173",+103,78 ,+7,247,848,,11,0.8,"25,000",244,2020-04-06
269,269,Estonia,"1,097",+58,15 ,+2,62,"1,020",17,827,11.0,"21,004","15,834",2020-04-06
270,270,New Zealand,"1,039",+89,1 ,,156,882,3,215,0.2,"36,209","7,509",2020-04-06
271,271,Morocco,"1,021",+102,70 ,+11,76,875,1,28,2.0,"4,848",131,2020-04-06
272,272,Slovenia,997,+20,28 ,+6,79,890,31,480,13.0,"27,764","13,355",2020-04-06
273,273,Iraq,961,+83,61 ,+5,279,621,,24,2.0,,,2020-04-06
274,274,Hong Kong,891,+29,4 ,,206,681,8,119,0.5,"96,709","12,900",2020-04-06
275,275,Moldova,864,+112,15 ,+3,30,819,80,214,4.0,,,2020-04-06
276,276,Armenia,822,+52,7 ,,57,758,30,277,2.0,"4,666","1,575",2020-04-06
277,277,Lithuania,811,+40,13 ,+2,7,791,11,298,5.0,"23,645","8,686",2020-04-06
278,278,Hungary,733,+55,34 ,+2,66,633,17,76,4.0,"21,250","2,200",2020-04-06
279,279,Diamond Princess,712,,11 ,,619,82,10,,,,,2020-04-06
280,280,Bahrain,700,+12,4 ,,431,265,3,411,2.0,"44,386","26,085",2020-04-06
281,281,Bosnia and Herzegovina,654,+30,23 ,+2,30,601,4,199,7.0,"5,934","1,809",2020-04-06
282,282,Cameroon,650,+95,9 ,,17,624,,24,0.3,,,2020-04-06
283,283,Azerbaijan,584,+63,7 ,+2,32,545,17,58,0.7,"40,000","3,945",2020-04-06
284,284,Kazakhstan,584,+53,6 ,+1,42,536,6,31,0.3,"5,093",271,2020-04-06
285,285,Tunisia,574,+21,22 ,+4,5,547,39,49,2.0,"7,145",605,2020-04-06
286,286,Belarus,562,+122,8 ,+3,52,502,11,59,0.8,"32,000","3,386",2020-04-06
287,287,Kuwait,556,+77,1 ,,99,456,17,130,0.2,,,2020-04-06
288,288,North Macedonia,555,+72,18 ,+1,23,514,15,266,9.0,"5,291","2,540",2020-04-06
289,289,Latvia,533,+24,1 ,,1,531,4,283,0.5,"20,680","10,964",2020-04-06
290,290,Bulgaria,531,+28,20 ,+3,37,474,22,76,3.0,"15,899","2,288",2020-04-06
291,291,Lebanon,527,+7,18 ,+1,54,455,28,77,3.0,"9,411","1,379",2020-04-06
292,292,Andorra,501,+35,18 ,+1,26,457,12,"6,484",233.0,,,2020-04-06
293,293,Slovakia,485,+14,1 ,,10,474,3,89,0.2,"15,155","2,776",2020-04-06
294,294,Costa Rica,454,+19,2 ,,16,436,14,89,0.4,"5,098","1,001",2020-04-06
295,295,Cyprus,446,+20,9 ,,37,400,11,369,7.0,"10,946","9,066",2020-04-06
296,296,Uruguay,406,+6,6 ,+1,104,296,14,117,2.0,"5,208","1,499",2020-04-06
297,297,Taiwan,363,+8,5 ,,54,304,,15,0.2,"37,219","1,563",2020-04-06
