,Unnamed: 0,Country,Total Cases,New Cases,Total deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot. Cases/1M pop,Deaths/1M pop,Total Tests,Tests/1M pop,Date
290,290,Latvia,533,+24,1 ,,1,531,4,283,0.5,"20,680","10,964",2020-04-07
291,291,Bulgaria,531,+28,20 ,+3,37,474,22,76,3.0,"15,899","2,288",2020-04-07
292,292,Lebanon,527,+7,18 ,+1,54,455,28,77,3.0,"9,411","1,379",2020-04-07
293,293,Andorra,501,+35,18 ,+1,26,457,12,"6,484",233.0,,,2020-04-07
294,294,Slovakia,485,+14,1 ,,8,476,3,89,0.2,"15,155","2,776",2020-04-07
295,295,Costa Rica,454,+19,2 ,,16,436,14,89,0.4,"5,098","1,001",2020-04-07
296,296,Cyprus,446,+20,9 ,,37,400,11,369,7.0,"10,946","9,066",2020-04-07
297,297,Uruguay,406,+6,6 ,+1,104,296,14,117,2.0,"5,208","1,499",2020-04-07
298,298,Taiwan,363,+8,5 ,,54,304,,15,0.2,"37,219","1,563",2020-04-07
299,299,Albania,361,+28,20 ,,104,237,7,125,7.0,"2,396",833,2020-04-07
300,300,Afghanistan,349,+40,7 ,,15,327,,9,0.2,,,2020-04-07
301,301,Burkina Faso,345,+27,17 ,+1,90,238,,17,0.8,,,2020-04-07
302,302,Jordan,345,+22,5 ,,110,230,5,34,0.5,,,2020-04-07
303,303,Réunion,344,+10, ,,40,304,4,384,,,,2020-04-07
304,304,Uzbekistan,342,+76,2 ,,30,310,8,10,0.06,,,2020-04-07
305,305,Cuba,320,+32,8 ,+2,15,297,11,28,0.7,"5,234",462,2020-04-07
306,306,Channel Islands,309,+47,6 ,+1,27,276,,"1,777",35.0,,,2020-04-07
307,307,Oman,298,+21,2 ,,61,235,3,58,0.4,,,2020-04-07
308,308,Honduras,268,+4,22 ,+7,6,240,10,27,2.0,,,2020-04-07
309,309,San Marino,266,+7,32 ,,35,199,14,"7,839",943.0,586,"17,270",2020-04-07
310,310,Ivory Coast,261,+16,3 ,+2,37,221,,10,0.1,,,2020-04-07
311,311,Vietnam,241,+1, ,,90,151,3,2,,"88,551",910,2020-04-07
312,312,Palestine,237,+20,1 ,,25,211,,46,0.2,"12,738","2,497",2020-04-07
313,313,Nigeria,232,+18,5 ,+1,33,194,2,1,0.02,"4,000",19,2020-04-07
314,314,Mauritius,227,+31,7 ,,7,213,1,178,6.0,,,2020-04-07
315,315,Malta,227,+14, ,,5,222,3,514,,"10,358","23,459",2020-04-07
316,316,Senegal,222,+3,2 ,,82,138,1,13,0.1,,,2020-04-07
317,317,Ghana,214,+9,5 ,,31,178,2,7,0.2,,,2020-04-07
318,318,Montenegro,214,+13,2 ,,1,211,4,341,3.0,"1,637","2,606",2020-04-07
319,319,Niger,184,+40,10 ,+2,13,161,,8,0.4,"4,012",166,2020-04-07
320,320,Faeroe Islands,181,, ,,99,82,1,"3,704",,"4,890","100,076",2020-04-07
321,321,Sri Lanka,176,+10,5 ,,33,138,5,8,0.2,,,2020-04-07
322,322,Georgia,174,+12,2 ,+1,36,136,6,44,0.5,"2,762",692,2020-04-07
323,323,Venezuela,159,+4,7 ,,52,100,6,6,0.2,"1,779",63,2020-04-07
324,324,Bolivia,157,+18,10 ,,2,145,3,13,0.9,591,51,2020-04-07
325,325,DRC,154,,18 ,,3,133,,2,0.2,,,2020-04-07
326,326,Martinique,149,+4,4 ,+1,50,95,21,397,11.0,,,2020-04-07
327,327,Mayotte,147,+13,2  ,,14,131,3,539,7.0,479,"1,756",2020-04-07
328,328,Kyrgyzstan,147,+3,1 ,,9,137,5,23,0.2,"9,618","1,474",2020-04-07
329,329,Kenya,142,+16,4 ,,4,134,2,3,0.07,"3,836",71,2020-04-07
330,330,Guadeloupe,135,+1,7 ,,31,97,14,337,17.0,,,2020-04-07
331,331,Brunei ,135,,1 ,,73,61,3,309,2.0,"8,129","18,581",2020-04-07
332,332,Isle of Man,127,+1,1 ,,,126,,"1,494",12.0,"1,334","15,688",2020-04-07
333,333,Guinea,121,+10, ,,5,116,,9,,,,2020-04-07
334,334,Cambodia,114,, ,,50,64,1,7,,"5,768",345,2020-04-07
335,335,Trinidad and Tobago,104,+1,7 ,+1,1,96,,74,5.0,797,569,2020-04-07
336,336,Paraguay,104,+8,3 ,,12,89,2,15,0.4,"1,381",194,2020-04-07
337,337,Rwanda,104,+2, ,,4,100,,8,,,,2020-04-07
338,338,Gibraltar,103,+5, ,,52,51,,"3,057",,"1,345","39,922",2020-04-07
339,339,Bangladesh,88,+18,9 ,+1,33,46,1,0.5,0.05,"2,914",18,2020-04-07
340,340,Liechtenstein,77,,1 ,,,76,,"2,020",26.0,900,"23,605",2020-04-07
341,341,Monaco,73,+7,1 ,,3,69,4,"1,860",25.0,,,2020-04-07
342,342,Madagascar,72,+2, ,,2,70,6,3,,,,2020-04-07
343,343,Guatemala,70,+9,3 ,+1,15,52,3,4,0.2,"1,134",63,2020-04-07
344,344,French Guiana,68,+7, ,,27,41,1,228,,,,2020-04-07
345,345,Aruba,64,, ,,1,63,,599,,869,"8,139",2020-04-07
346,346,El Salvador,62,+6,3 ,,2,57,4,10,0.5,,,2020-04-07
347,347,Djibouti,59,+9, ,,9,50,,60,,,,2020-04-07
348,348,Jamaica,58,+5,3 ,,8,47,,20,1.0,540,182,2020-04-07
349,349,Barbados,56,+4,1 ,+1,6,49,4,195,3.0,527,"1,834",2020-04-07
350,350,Uganda,52,+4, ,,,52,,1,,"2,629",57,2020-04-07
351,351,Congo,45,+23,5 ,+3,2,38,,8,0.9,,,2020-04-07
352,352,Mali,45,+4,5 ,+2,1,39,,2,0.2,,,2020-04-07
353,353,Togo,44,+3,3 ,,20,21,,5,0.4,,,2020-04-07
354,354,Macao,44,, ,,10,34,,68,,,,2020-04-07
355,355,Ethiopia,43,+5,2 ,+2,4,37,1,0.4,0.02,"1,843",16,2020-04-07
356,356,French Polynesia,41,+1, ,,,41,,146,,612,"2,179",2020-04-07
357,357,Cayman Islands,39,+4,1 ,,1,37,,593,15.0,365,"5,554",2020-04-07
358,358,Zambia,39,,1 ,,3,35,,2,0.05,619,34,2020-04-07
359,359,Bermuda,37,, ,,14,23,,594,,298,"4,785",2020-04-07
360,360,Saint Martin,32,+8,2 ,,7,23,6,828,52.0,,,2020-04-07
361,361,Bahamas,29,+1,5 ,+1,4,20,1,74,13.0,,,2020-04-07
362,362,Eritrea,29,, ,,,29,,8,,,,2020-04-07
363,363,Sint Maarten,25,+2,4 ,,1,20,,583,93.0,82,"1,912",2020-04-07
364,364,Guyana,24,+1,4 ,,,20,,31,5.0,93,118,2020-04-07
365,365,Tanzania,22,+2,1 ,,3,18,,0.4,0.02,,,2020-04-07
366,366,Benin,22,+6, ,,5,17,,2,,,,2020-04-07
367,367,Gabon,21,,1 ,,1,19,,9,0.4,,,2020-04-07
368,368,Haiti,21,+1,1 ,+1,1,19,,2,0.09,247,22,2020-04-07
369,369,Myanmar,21,,1 ,,,20,,0.4,0.02,,,2020-04-07
370,370,Syria,19,+3,2 ,,2,15,,1,0.1,,,2020-04-07
371,371,Maldives,19,, ,,13,6,,35,,,,2020-04-07
372,372,Libya,18,,1 ,,,17,,3,0.1,294,43,2020-04-07
373,373,Guinea-Bissau,18,, ,,,18,,9,,,,2020-04-07
374,374,New Caledonia,18,+1, ,,1,17,,63,,"1,983","6,946",2020-04-07
375,375,Equatorial Guinea,16,, ,,1,15,,11,,,,2020-04-07
376,376,Namibia,16,+2, ,,3,13,,6,,301,118,2020-04-07
377,377,Antigua and Barbuda,15,, ,,,15,1,153,,40,408,2020-04-07
378,378,Angola,14,+4,2 ,,2,10,,0.4,0.06,,,2020-04-07
379,379,Dominica,14,, ,,,14,,194,,255,"3,542",2020-04-07
380,380,Mongolia,14,, ,,2,12,,4,,,,2020-04-07
381,381,Saint Lucia,14,, ,,1,13,,76,,,,2020-04-07
382,382,Liberia,13,+3,3 ,+2,3,7,,3,0.6,,,2020-04-07
383,383,Sudan,12,+2,2 ,,2,8,,0.3,0.05,,,2020-04-07
384,384,Fiji,12,, ,,,12,,13,,,,2020-04-07
385,385,Grenada,12,, ,,,12,2,107,,45,400,2020-04-07
386,386,Curaçao,11,,1 ,,5,5,,67,6.0,,,2020-04-07
387,387,Greenland,11,, ,,3,8,,194,,542,"9,547",2020-04-07
388,388,Laos,11,+1, ,,,11,,2,,604,83,2020-04-07
389,389,Suriname,10,,1 ,,,9,,17,2.0,,,2020-04-07
390,390,Mozambique,10,, ,,1,9,,0.3,,338,11,2020-04-07
391,391,Saint Kitts and Nevis,10,+1, ,,,10,,188,,149,"2,801",2020-04-07
392,392,Seychelles,10,, ,,,10,,102,,,,2020-04-07
393,393,MS Zaandam,9,,2 ,,,7,,,,,,2020-04-07
394,394,Zimbabwe,9,,1 ,,,8,,0.6,0.07,316,21,2020-04-07
395,395,Nepal,9,, ,,1,8,,0.3,,"1,521",52,2020-04-07
396,396,Chad,9,, ,,,9,,0.5,,,,2020-04-07
397,397,Eswatini,9,, ,,,9,,8,,,,2020-04-07
398,398,CAR,8,, ,,,8,,2,,,,2020-04-07
399,399,Cabo Verde,7,,1 ,,,6,,13,2.0,,,2020-04-07
400,400,Vatican City,7,, ,,,7,,"8,739",,,,2020-04-07
401,401,St. Vincent Grenadines,7,, ,,1,6,,63,,,,2020-04-07
402,402,Somalia,7,, ,,1,6,,0.4,,,,2020-04-07
403,403,Botswana,6,+2,1 ,,,5,,3,0.4,966,411,2020-04-07
404,404,Mauritania,6,,1  ,,2,3,,1,0.2,67,14,2020-04-07
405,405,Nicaragua,6,+1,1 ,,,5,,0.9,0.2,,,2020-04-07
406,406,Montserrat,6,, ,,,6,,"1,202",,,,2020-04-07
407,407,St. Barth,6,, ,,1,5,,607,,,,2020-04-07
408,408,Sierra Leone,6,+2, ,,,6,,0.8,,,,2020-04-07
409,409,Turks and Caicos,5,,1 ,+1,,4,,129,26.0,,,2020-04-07
410,410,Belize,5,+1, ,,,5,1,13,,102,257,2020-04-07
411,411,Bhutan,5,, ,,2,3,,6,,,,2020-04-07
412,412,Gambia,4,,1 ,,2,1,,2,0.4,,,2020-04-07
413,413,Malawi,4,, ,,,4,,0.2,,,,2020-04-07
414,414,Western Sahara,4,, ,,,4,,7,,,,2020-04-07
415,415,Anguilla,3,, ,,,3,,200,,,,2020-04-07
416,416,British Virgin Islands,3,, ,,,3,,99,,,,2020-04-07
417,417,Burundi,3,, ,,,3,,0.3,,,,2020-04-07
418,418,Caribbean Netherlands,2,, ,,,2,,76,,10,381,2020-04-07
419,419,Falkland Islands,2,+1, ,,,2,,575,,,,2020-04-07
420,420,Papua New Guinea,1,, ,,,1,,0.1,,72,8,2020-04-07
421,421,Saint Pierre Miquelon,1,+1, ,,,1,,173,,,,2020-04-07
422,422,South Sudan,1,+1, ,,,1,,0.09,,,,2020-04-07
423,423,Timor-Leste,1,, ,,,1,,0.8,,,,2020-04-07
424,424,Total:,"1,272,862","+71,409","69,425","+4,738","264,490","938,947","45,619",163.3,8.9,,,2020-04-07
