,Unnamed: 0,Country,Total Cases,New Cases,Total deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot. Cases/1M pop,Deaths/1M pop,Total Tests,Tests/1M pop,Date
70,70,Kuwait,665,+109,1 ,,103,561,20,156,0.2,,,2020-04-07
71,71,Kazakhstan,662,+78,6 ,,46,610,16,35,0.3,"5,093",271,2020-04-07
72,72,Cameroon,658,+8,9 ,,17,632,,25,0.3,,,2020-04-07
73,73,Azerbaijan,641,+57,7 ,,44,590,11,63,0.7,"45,000","4,438",2020-04-07
74,74,Tunisia,596,+22,22 ,,5,569,39,50,2.0,"7,725",654,2020-04-07
75,75,North Macedonia,570,+15,21 ,+3,30,519,15,274,10.0,"5,291","2,540",2020-04-07
76,76,Bulgaria,549,+18,22 ,+2,39,488,26,79,3.0,"15,899","2,288",2020-04-07
77,77,Latvia,542,+9,1 ,,16,525,5,287,0.5,"21,453","11,374",2020-04-07
78,78,Lebanon,541,+14,19 ,+1,60,462,27,79,3.0,"9,653","1,414",2020-04-07
79,79,Slovakia,534,+49,2 ,+1,8,524,3,98,0.4,"16,191","2,966",2020-04-07
80,80,Andorra,501,,18 ,,26,457,12,"6,484",233.0,,,2020-04-07
81,81,Costa Rica,467,+13,2 ,,18,447,14,92,0.4,"5,098","1,001",2020-04-07
82,82,Cyprus,465,+19,9 ,,45,411,11,385,7.0,"11,664","9,661",2020-04-07
83,83,Uzbekistan,457,+115,2 ,,30,425,8,14,0.06,,,2020-04-07
84,84,Uruguay,406,,6 ,,104,296,14,117,2.0,"5,208","1,499",2020-04-07
85,85,Albania,377,+16,21 ,+1,116,240,7,131,7.0,"2,571",893,2020-04-07
86,86,Taiwan,373,+10,5 ,,57,311,,16,0.2,"37,219","1,563",2020-04-07
87,87,Afghanistan,367,+18,7 ,,18,342,,9,0.2,,,2020-04-07
88,88,Cuba,350,+30,9 ,+1,18,323,11,31,0.8,"5,234",462,2020-04-07
89,89,Jordan,349,+4,6 ,+1,126,217,5,34,0.6,,,2020-04-07
90,90,Réunion,349,+5, ,,40,309,4,390,,,,2020-04-07
91,91,Burkina Faso,345,,17 ,,90,238,,17,0.8,,,2020-04-07
92,92,Oman,331,+33,2 ,,61,268,3,65,0.4,,,2020-04-07
93,93,Channel Islands,323,+14,7 ,+1,27,289,,"1,858",40.0,"1,157","6,655",2020-04-07
94,94,Honduras,298,+30,22 ,,6,270,10,30,2.0,,,2020-04-07
95,95,San Marino,266,,32 ,,35,199,14,"7,839",943.0,586,"17,270",2020-04-07
96,96,Ivory Coast,261,,3 ,,37,221,,10,0.1,,,2020-04-07
97,97,Palestine,253,+16,1 ,,25,227,,50,0.2,"12,738","2,497",2020-04-07
98,98,Vietnam,245,+4, ,,95,150,8,3,,"94,305",969,2020-04-07
99,99,Mauritius,244,+17,7 ,,7,230,2,192,6.0,"4,913","3,863",2020-04-07
100,100,Malta,241,+14, ,,5,236,3,546,,"10,923","24,738",2020-04-07
101,101,Montenegro,233,+19,2 ,,1,230,4,371,3.0,"1,722","2,742",2020-04-07
102,102,Nigeria,232,,5 ,,33,194,2,1,0.02,"4,000",19,2020-04-07
103,103,Senegal,226,+4,2 ,,92,132,1,13,0.1,,,2020-04-07
104,104,Kyrgyzstan,216,+69,4 ,+3,33,179,5,33,0.6,"9,618","1,474",2020-04-07
105,105,Ghana,214,,5 ,,31,178,2,7,0.2,,,2020-04-07
106,106,Georgia,188,+14,2 ,,39,147,6,47,0.5,"2,762",692,2020-04-07
107,107,Niger,184,,10 ,,13,161,,8,0.4,"4,012",166,2020-04-07
108,108,Bolivia,183,+26,11 ,+1,2,170,3,16,0.9,591,51,2020-04-07
109,109,Faeroe Islands,183,+2, ,,107,76,1,"3,745",,"4,934","100,976",2020-04-07
110,110,Sri Lanka,178,+2,5 ,,38,135,5,8,0.2,"3,248",152,2020-04-07
111,111,DRC,161,+7,18 ,,5,138,,2,0.2,,,2020-04-07
112,112,Venezuela,159,,7 ,,52,100,6,6,0.2,"1,779",63,2020-04-07
113,113,Kenya,158,+16,6 ,+2,4,148,2,3,0.1,"4,277",80,2020-04-07
114,114,Martinique,149,,4 ,,50,95,21,397,11.0,,,2020-04-07
115,115,Mayotte,147,,2 ,,14,131,3,539,7.0,479,"1,756",2020-04-07
116,116,Isle of Man,139,+12,1 ,,55,83,,"1,635",12.0,"1,638","19,263",2020-04-07
117,117,Guadeloupe,135,,7 ,,31,97,14,337,17.0,,,2020-04-07
118,118,Brunei ,135,,1 ,,82,52,3,309,2.0,"8,261","18,883",2020-04-07
119,119,Bangladesh,123,+35,12 ,+3,33,78,1,0.7,0.07,"3,610",22,2020-04-07
120,120,Guinea,121,, ,,5,116,,9,,,,2020-04-07
121,121,Cambodia,114,, ,,53,61,1,7,,"5,768",345,2020-04-07
122,122,Paraguay,113,+9,5 ,+2,12,96,8,16,0.7,"1,877",263,2020-04-07
123,123,Gibraltar,109,+6, ,,52,57,,"3,235",,"1,387","41,168",2020-04-07
124,124,Trinidad and Tobago,105,+1,8 ,+1,1,96,,75,6.0,833,595,2020-04-07
125,125,Rwanda,105,+1, ,,4,101,,8,,,,2020-04-07
126,126,Liechtenstein,77,,1 ,,55,21,,"2,020",26.0,900,"23,605",2020-04-07
127,127,Monaco,77,+4,1 ,,4,72,4,"1,962",25.0,,,2020-04-07
128,128,Madagascar,72,, ,,2,70,6,3,,,,2020-04-07
129,129,Aruba,71,+7, ,,2,69,,665,,910,"8,523",2020-04-07
130,130,Guatemala,70,,3 ,,15,52,3,4,0.2,"1,134",63,2020-04-07
131,131,El Salvador,69,+7,4 ,+1,5,60,4,11,0.6,,,2020-04-07
132,132,French Guiana,68,, ,,27,41,1,228,,,,2020-04-07
133,133,Djibouti,59,, ,,9,50,,60,,,,2020-04-07
134,134,Jamaica,58,,3 ,,8,47,,20,1.0,540,182,2020-04-07
135,135,Barbados,56,,1 ,,6,49,4,195,3.0,527,"1,834",2020-04-07
136,136,Togo,52,+8,3 ,,22,27,,6,0.4,,,2020-04-07
137,137,Uganda,52,, ,,,52,,1,,"2,629",57,2020-04-07
138,138,Mali,47,+2,5 ,,1,41,,2,0.2,,,2020-04-07
139,139,Congo,45,,5 ,,2,38,,8,0.9,,,2020-04-07
140,140,Ethiopia,44,+1,2 ,,4,38,1,0.4,0.02,"1,843",16,2020-04-07
141,141,Macao,44,, ,,10,34,,68,,,,2020-04-07
142,142,French Polynesia,42,+1, ,,,42,,150,,618,"2,200",2020-04-07
143,143,Cayman Islands,39,,1 ,,1,37,,593,15.0,365,"5,554",2020-04-07
144,144,Zambia,39,,1 ,,5,33,,2,0.05,619,34,2020-04-07
145,145,Sint Maarten,37,+12,6 ,+2,1,30,,863,140.0,105,"2,449",2020-04-07
146,146,Bermuda,37,, ,,14,23,,594,,298,"4,785",2020-04-07
147,147,Saint Martin,32,,2 ,,7,23,6,828,52.0,,,2020-04-07
148,148,Bahamas,29,,5 ,,4,20,1,74,13.0,,,2020-04-07
149,149,Guyana,29,+5,4 ,,,25,,37,5.0,110,140,2020-04-07
150,150,Eritrea,29,, ,,,29,,8,,,,2020-04-07
151,151,Gabon,24,+3,1 ,,1,22,,11,0.4,,,2020-04-07
152,152,Haiti,24,+3,1 ,,,23,,2,0.09,247,22,2020-04-07
153,153,Tanzania,24,+2,1 ,,3,20,,0.4,0.02,,,2020-04-07
154,154,Benin,23,+1,1 ,+1,5,17,,2,0.08,,,2020-04-07
155,155,Myanmar,22,+1,1 ,,,21,,0.4,0.02,"1,246",23,2020-04-07
156,156,Syria,19,,2 ,,2,15,,1,0.1,,,2020-04-07
157,157,Maldives,19,, ,,13,6,,35,,,,2020-04-07
158,158,Libya,18,,1 ,,,17,,3,0.1,312,45,2020-04-07
159,159,Guinea-Bissau,18,, ,,,18,,9,,,,2020-04-07
160,160,New Caledonia,18,, ,,1,17,,63,,"1,983","6,946",2020-04-07
161,161,Angola,16,+2,2 ,,2,12,,0.5,0.06,,,2020-04-07
162,162,Equatorial Guinea,16,, ,,3,13,,11,,854,609,2020-04-07
163,163,Namibia,16,, ,,3,13,,6,,362,142,2020-04-07
164,164,Antigua and Barbuda,15,, ,,,15,1,153,,40,408,2020-04-07
165,165,Mongolia,15,+1, ,,2,13,,5,,,,2020-04-07
166,166,Liberia,14,+1,3 ,,3,8,,3,0.6,,,2020-04-07
167,167,Dominica,14,, ,,,14,,194,,255,"3,542",2020-04-07
168,168,Fiji,14,+2, ,,,14,,16,,,,2020-04-07
169,169,Saint Lucia,14,, ,,1,13,,76,,,,2020-04-07
170,170,Curaçao,13,+2,1 ,,5,7,,79,6.0,,,2020-04-07
171,171,Sudan,12,,2 ,,2,8,,0.3,0.05,,,2020-04-07
172,172,Grenada,12,, ,,,12,2,107,,45,400,2020-04-07
173,173,Laos,12,+1, ,,,12,,2,,621,85,2020-04-07
174,174,Greenland,11,, ,,4,7,,194,,718,"12,648",2020-04-07
175,175,Seychelles,11,+1, ,,,11,,112,,,,2020-04-07
176,176,Suriname,10,,1 ,,,9,,17,2.0,,,2020-04-07
177,177,Mozambique,10,, ,,1,9,,0.3,,363,12,2020-04-07
178,178,Saint Kitts and Nevis,10,, ,,,10,,188,,149,"2,801",2020-04-07
179,179,Eswatini,10,+1, ,,4,6,,9,,,,2020-04-07
180,180,MS Zaandam,9,,2 ,,,7,,,,,,2020-04-07
181,181,Zimbabwe,9,,1 ,,,8,,0.6,0.07,316,21,2020-04-07
182,182,Nepal,9,, ,,1,8,,0.3,,"1,656",57,2020-04-07
183,183,Chad,9,, ,,,9,,0.5,,,,2020-04-07
184,184,CAR,8,, ,,,8,,2,,,,2020-04-07
185,185,Belize,7,+2,1 ,+1,,6,1,18,3.0,268,674,2020-04-07
186,186,Cabo Verde,7,,1 ,,1,5,,13,2.0,,,2020-04-07
187,187,Vatican City,7,, ,,,7,,"8,739",,,,2020-04-07
188,188,St. Vincent Grenadines,7,, ,,1,6,,63,,,,2020-04-07
189,189,Somalia,7,, ,,1,6,,0.4,,,,2020-04-07
190,190,Botswana,6,,1 ,,,5,,3,0.4,966,411,2020-04-07
191,191,Mauritania,6,,1 ,,2,3,,1,0.2,67,14,2020-04-07
192,192,Nicaragua,6,,1 ,,,5,,0.9,0.2,,,2020-04-07
193,193,Montserrat,6,, ,,,6,,"1,202",,,,2020-04-07
194,194,St. Barth,6,, ,,1,5,,607,,,,2020-04-07
195,195,Sierra Leone,6,, ,,,6,,0.8,,,,2020-04-07
196,196,Turks and Caicos,5,,1 ,,,4,,129,26.0,,,2020-04-07
197,197,Bhutan,5,, ,,2,3,,6,,,,2020-04-07
198,198,Malawi,5,+1, ,,,5,1,0.3,,,,2020-04-07
199,199,Gambia,4,,1 ,,2,1,,2,0.4,,,2020-04-07
200,200,Sao Tome and Principe,4,+4, ,,,4,,18,,19,87,2020-04-07
201,201,Western Sahara,4,, ,,,4,,7,,,,2020-04-07
202,202,Anguilla,3,, ,,,3,,200,,,,2020-04-07
203,203,British Virgin Islands,3,, ,,,3,,99,,,,2020-04-07
204,204,Burundi,3,, ,,,3,,0.3,,,,2020-04-07
205,205,Caribbean Netherlands,2,, ,,,2,,76,,10,381,2020-04-07
206,206,Falkland Islands,2,, ,,,2,,575,,,,2020-04-07
207,207,Papua New Guinea,2,+1, ,,,2,,0.2,,72,8,2020-04-07
208,208,Saint Pierre Miquelon,1,, ,,,1,,173,,,,2020-04-07
209,209,South Sudan,1,, ,,,1,,0.09,,,,2020-04-07
210,210,Timor-Leste,1,, ,,,1,,0.8,,,,2020-04-07
211,211,China,"81,708",+39,"3,331 ",+2,"77,078","1,299",265,57,2.0,,,2020-04-07
212,212,Total:,"1,330,492","+57,630","73,872","+4,447","277,707","978,913","46,537",170.7,9.5,,,2020-04-07
213,213,World,"1,272,862","+71,409","69,425","+4,738","264,490","938,947","45,619",163,8.9,,,2020-04-07
214,214,China,"81,669",+30,"3,329 ",+3,"76,964","1,376",295,57,2.0,,,2020-04-07
215,215,USA,"336,673","+25,316","9,616 ","+1,165","17,977","309,080","8,702","1,017",29.0,"1,772,369","5,355",2020-04-07
216,216,Spain,"131,646","+5,478","12,641 ",+694,"38,080","80,925","6,861","2,816",270.0,"355,000","7,593",2020-04-07
217,217,Italy,"128,948","+4,316","15,887 ",+525,"21,815","91,246","3,977","2,133",263.0,"691,461","11,436",2020-04-07
218,218,Germany,"100,123","+4,031","1,584 ",+140,"28,700","69,839","3,936","1,195",19.0,"918,460","10,962",2020-04-07
219,219,France,"92,839","+2,886","8,078 ",+518,"16,183","68,578","6,838","1,422",124.0,"224,254","3,436",2020-04-07
220,220,Iran,"58,226","+2,483","3,603 ",+151,"22,011","32,612","4,103",693,43.0,"186,000","2,214",2020-04-07
221,221,UK,"47,806","+5,903","4,934 ",+621,135,"42,737","1,559",704,73.0,"195,524","2,880",2020-04-07
222,222,Turkey,"27,069","+3,135",574 ,+73,"1,042","25,453","1,381",321,7.0,"181,445","2,151",2020-04-07
223,223,Switzerland,"21,100",+595,715 ,+49,"6,415","13,970",391,"2,438",83.0,"158,000","18,256",2020-04-07
224,224,Belgium,"19,691","+1,260","1,447 ",+164,"3,751","14,493","1,261","1,699",125.0,"70,000","6,040",2020-04-07
225,225,Netherlands,"17,851","+1,224","1,766 ",+115,250,"15,835","1,385","1,042",103.0,"75,415","4,401",2020-04-07
226,226,Canada,"15,512","+1,600",280 ,+49,"2,942","12,290",426,411,7.0,"330,901","8,767",2020-04-07
227,227,Austria,"12,051",+270,204 ,+18,"2,998","8,849",244,"1,338",23.0,"108,416","12,038",2020-04-07
228,228,Portugal,"11,278",+754,295 ,+29,75,"10,908",267,"1,106",29.0,"86,370","8,470",2020-04-07
229,229,Brazil,"11,254",+894,486 ,+41,127,"10,641",296,53,2.0,"54,824",258,2020-04-07
230,230,S. Korea,"10,237",+81,183 ,+6,"6,463","3,591",55,200,4.0,"461,233","8,996",2020-04-07
231,231,Israel,"8,430",+579,49 ,+5,477,"7,904",139,974,6.0,"109,724","12,677",2020-04-07
232,232,Sweden,"6,830",+387,401 ,+28,205,"6,224",541,676,40.0,"36,900","3,654",2020-04-07
233,233,Australia,"5,750",+200,37 ,+7,"2,315","3,398",91,225,1.0,"297,154","11,653",2020-04-07
234,234,Norway,"5,687",+137,71 ,+9,32,"5,584",89,"1,049",13.0,"105,865","19,528",2020-04-07
235,235,Russia,"5,389",+658,45 ,+2,355,"4,989",8,37,0.3,"697,000","4,776",2020-04-07
236,236,Ireland,"4,994",+390,158 ,+21,25,"4,811",165,"1,011",32.0,"30,213","6,119",2020-04-07
237,237,Czechia,"4,587",+115,67 ,+8,96,"4,424",86,428,6.0,"80,304","7,499",2020-04-07
238,238,Chile,"4,471",+310,34 ,+7,618,"3,819",307,234,2.0,"51,956","2,718",2020-04-07
239,239,Denmark,"4,369",+292,179 ,+18,"1,327","2,863",142,754,31.0,"49,249","8,503",2020-04-07
240,240,India,"4,289",+701,118 ,+19,328,"3,843",,3,0.09,"128,320",93,2020-04-07
241,241,Poland,"4,102",+475,94 ,+15,134,"3,874",50,108,2.0,"80,757","2,134",2020-04-07
242,242,Romania,"3,864",+251,151 ,+5,374,"3,339",141,201,8.0,"38,623","2,008",2020-04-07
243,243,Malaysia,"3,662",+179,61 ,+4,"1,005","2,596",99,113,2.0,"51,937","1,605",2020-04-07
244,244,Japan,"3,654",+515,85 ,+8,575,"2,994",69,29,0.7,"44,639",353,2020-04-07
245,245,Ecuador,"3,646",+181,180 ,+8,100,"3,366",100,207,10.0,"12,386",702,2020-04-07
246,246,Philippines,"3,246",+152,152 ,+8,64,"3,030",1,30,1.0,"19,585",179,2020-04-07
247,247,Pakistan,"3,157",+339,47 ,+6,211,"2,899",18,14,0.2,"34,885",158,2020-04-07
248,248,Luxembourg,"2,804",+75,36 ,+5,500,"2,268",33,"4,479",58.0,"23,687","37,840",2020-04-07
249,249,Saudi Arabia,"2,402",+223,34 ,+5,488,"1,880",41,69,1.0,,,2020-04-07
250,250,Peru,"2,281",+535,83 ,+10,989,"1,209",81,69,3.0,"19,410",589,2020-04-07
251,251,Indonesia,"2,273",+181,198 ,+7,164,"1,911",,8,0.7,"9,712",36,2020-04-07
252,252,Thailand,"2,169",+102,23 ,+3,793,"1,353",23,31,0.3,"25,071",359,2020-04-07
253,253,Finland,"1,927",+45,28 ,+3,300,"1,599",73,348,5.0,"31,714","5,724",2020-04-07
254,254,Serbia,"1,908",+284,51 ,+7,54,"1,803",98,218,6.0,"7,360",842,2020-04-07
255,255,Mexico,"1,890",+202,79 ,+19,633,"1,178",1,15,0.6,"17,184",133,2020-04-07
256,256,Panama,"1,801",,46 ,,13,"1,742",75,417,11.0,"9,256","2,145",2020-04-07
257,257,UAE,"1,799",+294,10 ,,144,"1,645",1,182,1.0,"220,000","22,244",2020-04-07
258,258,Dominican Republic,"1,745",+167,82 ,+5,17,"1,646",147,161,8.0,"4,542",419,2020-04-07
259,259,Greece,"1,735",+62,73 ,+5,78,"1,584",93,166,7.0,"25,453","2,442",2020-04-07
260,260,South Africa,"1,655",+70,11 ,+2,95,"1,549",7,28,0.2,"56,873",959,2020-04-07
261,261,Qatar,"1,604",+279,4 ,+1,123,"1,477",37,557,1.0,"35,757","12,411",2020-04-07
262,262,Argentina,"1,554",+103,46 ,+3,280,"1,228",86,34,1.0,"8,488",188,2020-04-07
263,263,Iceland,"1,486",+69,4 ,,428,"1,054",11,"4,355",12.0,"25,394","74,416",2020-04-07
264,264,Colombia,"1,485",+79,35 ,+3,88,"1,362",50,29,0.7,"23,706",466,2020-04-07
265,265,Algeria,"1,320",+69,152 ,+22,90,"1,078",46,30,3.0,"3,359",77,2020-04-07
266,266,Singapore,"1,309",+120,6 ,,320,983,25,224,1.0,"39,000","6,666",2020-04-07
267,267,Ukraine,"1,308",+83,37 ,+5,28,"1,243",16,30,0.8,"5,493",126,2020-04-07
268,268,Croatia,"1,182",+56,15 ,+3,125,"1,042",39,288,4.0,"10,874","2,649",2020-04-07
269,269,Egypt,"1,173",+103,78 ,+7,247,848,,11,0.8,"25,000",244,2020-04-07
270,270,Estonia,"1,097",+58,15 ,+2,62,"1,020",17,827,11.0,"21,004","15,834",2020-04-07
271,271,New Zealand,"1,039",+89,1 ,,156,882,3,215,0.2,"36,209","7,509",2020-04-07
272,272,Morocco,"1,021",+102,70 ,+11,76,875,1,28,2.0,"4,848",131,2020-04-07
273,273,Slovenia,997,+20,28 ,+6,79,890,31,480,13.0,"27,764","13,355",2020-04-07
274,274,Iraq,961,+83,61 ,+5,279,621,,24,2.0,,,2020-04-07
275,275,Hong Kong,891,+29,4 ,,206,681,8,119,0.5,"96,709","12,900",2020-04-07
276,276,Moldova,864,+112,15 ,+3,30,819,80,214,4.0,,,2020-04-07
277,277,Armenia,822,+52,7 ,,57,758,30,277,2.0,"4,666","1,575",2020-04-07
278,278,Lithuania,811,+40,13 ,+2,7,791,11,298,5.0,"23,645","8,686",2020-04-07
279,279,Hungary,733,+55,34 ,+2,66,633,17,76,4.0,"21,250","2,200",2020-04-07
280,280,Diamond Princess,712,,11 ,,619,82,10,,,,,2020-04-07
281,281,Bahrain,700,+12,4 ,,431,265,3,411,2.0,"44,386","26,085",2020-04-07
282,282,Bosnia and Herzegovina,654,+30,23 ,+2,30,601,4,199,7.0,"5,934","1,809",2020-04-07
283,283,Cameroon,650,+95,9 ,,17,624,,24,0.3,,,2020-04-07
284,284,Azerbaijan,584,+63,7 ,+2,32,545,17,58,0.7,"40,000","3,945",2020-04-07
285,285,Kazakhstan,584,+53,6 ,+1,42,536,6,31,0.3,"5,093",271,2020-04-07
286,286,Tunisia,574,+21,22 ,+4,5,547,39,49,2.0,"7,145",605,2020-04-07
287,287,Belarus,562,+122,8 ,+3,52,502,11,59,0.8,"32,000","3,386",2020-04-07
288,288,Kuwait,556,+77,1 ,,99,456,17,130,0.2,,,2020-04-07
289,289,North Macedonia,555,+72,18 ,+1,23,514,15,266,9.0,"5,291","2,540",2020-04-07
